loan_id,loan_number,customer_id,account_id,loan_type,origination_date,maturity_date,term_months,original_amount,outstanding_balance,interest_rate,monthly_instalment,loan_status,days_past_due,arrears_amount,collateral_type,collateral_value,ltv_ratio,purpose,disbursement_date,next_payment_date,last_payment_date,last_payment_amount,provision_rate,origination_channel,origination_officer_id
99d14834-40d7-4896-8e5d-679d52116ee5,PCB-LOAN-201510-992824,04d8ed45-f4c5-422c-9678-d8c8ce690ee3,2da72a17-96ff-44bc-a3e0-bb5ff6d8ba48,Vehicle Finance,2015-10-03,2020-09-06,60,519238.58,409125.14,0.1566,12533.26,Current,0,0.0,Vehicle,707602.32,0.7338,Commercial Vehicle,2015-10-07,2016-05-30,2016-04-30,12681.61,0.0,Branch,OFC9973
01070ccc-a84d-4ab4-b29c-33f06fd528b0,PCB-LOAN-201810-294185,77595890-46d2-4f84-ba33-d6e12b874937,ea015bf1-17f5-4e65-b20c-70edcd91274c,Personal Loan,2018-10-06,2022-09-15,48,72824.38,65666.51,0.2778,2528.93,31-60 DPD,38,2528.93,None,0.0,,Home Renovation,2018-10-11,2018-12-05,2018-11-05,2512.88,0.5,Branch,OFC3283
6ae98a10-ded4-44fa-8ed1-93f45cbff6df,PCB-LOAN-201903-794114,182d8fa8-7063-4dba-9157-80cb655f3a46,1524dce9-0f3a-4f0d-bb58-31d1910941c1,Home Loan,2019-03-22,2043-11-11,300,2517997.21,685956.78,0.0949,21982.16,Current,0,0.0,Property,3854274.01,0.6533,Land Purchase,2019-03-24,2037-02-15,2037-01-16,21492.45,0.0,Branch,OFC7932
e27ded6d-123f-4063-b30f-c9a612f4af68,PCB-LOAN-202403-944371,b8e0e772-140e-470b-9e9e-4276208ca853,3ac0bdbe-2fc6-45e2-87bc-797104b58f21,Vehicle Finance,2024-03-29,2028-03-08,48,189647.08,154736.77,0.1113,4913.51,Current,0,0.0,Vehicle,235440.2,0.8055,Commercial Vehicle,2024-03-31,2024-05-28,2024-04-28,4678.32,0.0,Online,OFC2168
cc991d3e-a7ce-4cbc-801f-0ec26a8f53ad,PCB-LOAN-201708-369402,d02aaa23-8d0f-485d-be99-dd27de191080,2b856080-7195-4ecf-8ee8-a8dc8fa247f5,Personal Loan,2017-08-17,2023-07-17,72,42515.77,11261.61,0.2582,1166.74,1-30 DPD,7,0.0,None,0.0,,Education,2017-08-22,2021-09-25,2021-08-26,1172.34,0.25,Branch,OFC5582
7d69edfe-3b99-4e0c-a11d-17853c0b24b1,PCB-LOAN-202208-688077,e1fe6d61-a613-458f-a563-89664c94c4c8,25be136d-ef89-44e9-8e8e-f2c5327c5142,Personal Loan,2022-08-23,2027-07-28,60,330328.69,283395.25,0.1762,8320.04,Current,0,0.0,Cession,0.0,,Holiday,2022-08-26,2023-02-19,2023-01-20,8470.81,0.0,Online,OFC8198
d7f460c2-b935-4c9a-8e4d-1bccca2405f7,PCB-LOAN-202001-424058,e04dd813-e742-4c4d-bb5d-55efda8742ab,19829122-12ec-4bce-867d-de531720cb06,Business Loan,2020-01-20,2023-12-30,48,414222.0,33274.52,0.1183,10873.51,NPL,212,76114.57,Cession,472923.19547069765,,Property,2020-01-21,2023-09-01,2023-08-02,10443.58,1.0,Branch,OFC6116
7e69fe92-e687-4555-a3de-34c56c03b5eb,PCB-LOAN-201706-298239,de2e10df-2de0-42e9-9e87-9ee6b625bb39,f65943b2-2e4b-48a0-8a41-2e227b566f3b,Personal Loan,2017-06-26,2022-05-31,60,458059.34,119407.68,0.1334,10502.16,1-30 DPD,29,0.0,None,0.0,,General Expenses,2017-07-01,2021-02-05,2021-01-06,10858.53,0.25,Online,OFC3188
6b8c906c-22d0-4e73-a78f-3d613da7b09a,PCB-LOAN-201806-729928,4989f769-f5ee-4ff3-8a2e-29a32a8bb920,aeef1087-4793-40b9-bd23-34bae9dd807a,Business Loan,2018-06-16,2021-05-31,36,1145949.0,54788.28,0.1775,41285.23,Current,0,0.0,Property,1281303.6646018245,,Working Capital,2018-06-21,2021-04-01,2021-03-02,40458.12,0.0,Mobile,OFC5044
5f666d82-69e8-438b-b828-3441888e6969,PCB-LOAN-202310-686092,6cc287b8-deb2-4e66-a268-6c9e7f70370a,ae0af86c-b7f4-462b-afe9-f12f61f68957,Home Loan,2023-10-06,2033-08-14,120,2673831.69,21992.09,0.1168,37868.72,Current,0,0.0,Property,3634898.98,0.7356,Primary Residence,2023-10-11,2033-07-15,2033-06-15,37050.8,0.0,Online,OFC7253
598f8c14-33d3-451e-bcd1-010acf2f6778,PCB-LOAN-202007-418522,f72d813d-996f-430d-ae57-13eb80207635,9202ce26-699c-4e6b-9e8c-75a30dbd3b67,Personal Loan,2020-07-12,2024-06-21,48,401621.35,318251.08,0.1303,10780.48,Current,0,0.0,None,0.0,,Debt Consolidation,2020-07-15,2021-03-09,2021-02-07,10435.36,0.0,Branch,OFC8112
af51f3dc-b46d-4950-b9b7-cd49a17f89f1,PCB-LOAN-202203-566273,ea7e11b4-f9f8-4196-811a-38bd00b09c13,526cd0f9-8455-4ce4-a30e-3b6875f0038d,Personal Loan,2022-03-08,2028-02-05,72,277770.13,106747.94,0.1439,5781.83,Current,0,0.0,None,0.0,,Home Renovation,2022-03-10,2025-10-18,2025-09-18,5901.81,0.0,Call Centre,OFC5907
c5f79ad4-579e-4d36-bac2-0673cba0f6ab,PCB-LOAN-202111-996535,61cdcdd8-4966-4981-aa70-e98cfbe4d8eb,ed11fc17-e3b7-4c0a-ae51-a164c2820d33,Personal Loan,2021-11-17,2022-11-12,12,498390.11,0.0,0.2792,48078.13,Current,0,0.0,None,0.0,,Home Renovation,2021-11-19,2022-11-12,2022-10-13,46322.24,0.0,Online,OFC9165
950b69e6-ef44-4519-bad2-abec9e944720,PCB-LOAN-202208-578596,45227561-c40f-42ef-9f27-41dac382ddb1,ae0af86c-b7f4-462b-afe9-f12f61f68957,Personal Loan,2022-08-16,2027-07-21,60,473660.52,98939.67,0.1591,11495.87,Current,0,0.0,Cession,0.0,,Home Renovation,2022-08-17,2026-05-27,2026-04-27,10947.49,0.0,Broker,OFC6872
b250830c-624d-4c5d-a574-752c38635971,PCB-LOAN-202112-140204,fc63c61d-1fe8-418c-8286-0f134014b2da,a1fba501-b2a1-4e54-baca-39fed9cb9147,Home Loan,2021-12-19,2046-08-10,300,2618855.71,1020298.88,0.1058,24876.54,61-90 DPD,72,49753.08,Property,2796727.58,0.9364,Investment Property,2021-12-24,2036-10-31,2036-10-01,25249.85,0.75,Branch,OFC7508
1d0a4203-00ca-451b-b09e-dc014cde34a3,PCB-LOAN-202404-853429,58b6ea81-b316-4f19-a7eb-6ad8b9be5b12,a9b886d8-bca1-4828-98e9-fdaa43e9ae9a,Personal Loan,2024-04-05,2025-03-31,12,14408.74,1188.44,0.2203,1348.79,Current,0,0.0,Cession,0.0,,Holiday,2024-04-08,2025-03-01,2025-01-30,1402.59,0.0,Branch,OFC6596
9959baf9-cb04-48ad-8704-d7998b936d8b,PCB-LOAN-201608-236219,22dbb7eb-1dd1-4d80-8cb9-73cf52e8c294,c0315380-6373-44a9-ae37-daca97164eaa,Personal Loan,2016-08-10,2021-07-15,60,32774.68,22501.6,0.1471,774.73,Current,0,0.0,Cession,0.0,,Debt Consolidation,2016-08-14,2018-02-01,2018-01-02,763.19,0.0,Call Centre,OFC6919
67dedcd0-5878-41f3-841e-3664cb55e0ca,PCB-LOAN-202406-364007,2f418199-1049-4389-83b4-2ea755610f9d,74ff7689-2554-458f-94ad-acfa3ea5790c,Personal Loan,2024-06-13,2030-05-13,72,129869.31,59065.88,0.1733,2913.06,61-90 DPD,68,5826.12,Cession,0.0,,Medical,2024-06-17,2027-03-30,2027-02-28,2843.12,0.75,Branch,OFC5637
88209bc8-83d8-4dab-b8de-473d87396fb9,PCB-LOAN-202007-814362,aa2ac245-aa4f-4c13-b9b1-e5a4c2b13bb1,ae0af86c-b7f4-462b-afe9-f12f61f68957,Vehicle Finance,2020-07-07,2024-06-16,48,418035.43,221549.2,0.1406,11436.02,31-60 DPD,41,11436.02,Vehicle,512172.79,0.8162,Motorbike,2020-07-10,2022-03-29,2022-02-27,11203.23,0.5,Mobile,OFC7204
bb58d2c1-c3a7-4ee1-b6f5-737fd87999b7,PCB-LOAN-202104-700124,1e6bfc01-54e8-49f1-b039-a6bce14d302e,c18d8060-909e-49d1-8e42-9445994037b0,Personal Loan,2021-04-15,2022-04-10,12,457034.34,267429.26,0.1247,40707.5,Current,0,0.0,Cession,0.0,,Medical,2021-04-20,2021-08-13,2021-07-14,41403.69,0.0,Broker,OFC5963
5a45071d-53f7-48e3-929c-d9f0d842aa8e,PCB-LOAN-202103-655017,4899ed45-9c58-43fc-a9b1-110f1e0da786,ac69762d-252b-47d9-a5a5-23fc46fdcd28,Home Loan,2021-03-06,2045-10-26,300,2326752.97,789498.43,0.0944,20231.8,Current,0,0.0,Property,2681208.77,0.8678,Investment Property,2021-03-08,2036-03-17,2036-02-16,20594.03,0.0,Online,OFC4517
dc93ad2c-6024-4291-860a-b853186a80d0,PCB-LOAN-201506-403963,49d32bba-878f-4f02-ac43-1e6387e33059,da17d375-b106-4983-8ca6-0760af41bedf,Personal Loan,2015-06-12,2021-05-11,72,162886.23,106158.87,0.1261,3236.36,NPL,355,35599.96,Cession,0.0,,Home Renovation,2015-06-13,2017-02-01,2017-01-02,3276.42,1.0,Broker,OFC7790
e309fb7e-71b0-48f1-bc2f-1ead5a24627a,PCB-LOAN-201903-628842,2f418199-1049-4389-83b4-2ea755610f9d,74ff7689-2554-458f-94ad-acfa3ea5790c,Personal Loan,2019-03-25,2020-03-19,12,350554.92,155203.63,0.2069,32589.36,NPL,318,325893.6,None,0.0,,General Expenses,2019-03-29,2019-09-21,2019-08-22,33831.36,1.0,Online,OFC6392
1d9e6f18-b14b-4d10-92de-47b8976c5148,PCB-LOAN-201605-806063,8da1a481-6fdc-4f90-b170-a31161a6f4d7,8e5a4ffb-d1fa-4533-85dc-05b4f717eecc,Personal Loan,2016-05-11,2020-04-20,48,28119.75,22204.76,0.1308,755.5,1-30 DPD,30,755.5,None,0.0,,General Expenses,2016-05-15,2017-01-06,2016-12-07,771.98,0.25,Branch,OFC2415
4f66e39d-60cf-4d13-87e0-ad22327d92b4,PCB-LOAN-202306-655901,e3aaa105-dc10-4e17-8ed3-72500bb770a7,3adc2ceb-1262-4974-9b43-2083a6dfb164,Home Loan,2023-06-25,2048-02-14,300,2220317.92,265973.44,0.1048,20932.13,1-30 DPD,6,0.0,Property,2996784.88,0.7409,Holiday Home,2023-06-27,2044-12-01,2044-11-01,21811.16,0.25,Branch,OFC5989
71683197-3636-4cae-9a21-c739b7c0d24d,PCB-LOAN-201805-813516,cfb6b46a-57ca-4813-a5e8-ca78f77e473a,526d5f06-e2c7-4c74-81bb-046cf77becf3,Home Loan,2018-05-21,2028-03-29,120,1485585.96,270649.41,0.0932,19077.02,Current,0,0.0,Property,1859772.11,0.7988,Primary Residence,2018-05-26,2026-06-08,2026-05-09,19681.04,0.0,Branch,OFC8226
92041721-cc94-468f-a8ca-06b13ddb1b0f,PCB-LOAN-201510-996432,bb4b966f-c9d1-49ed-adbe-f79b6e180848,ae0af86c-b7f4-462b-afe9-f12f61f68957,Business Loan,2015-10-19,2020-09-22,60,154037.33,97301.46,0.1808,3918.24,Current,0,0.0,None,0.0,,Working Capital,2015-10-22,2017-06-10,2017-05-11,3823.29,0.0,Branch,OFC9875
51bc72cc-83c5-4415-bd0c-3c5c30f85282,PCB-LOAN-202011-416382,c77092ad-e107-4373-89eb-0a50e994a500,ce3ed42b-e963-4fe0-8d3d-0286058d5db6,Home Loan,2020-11-27,2030-10-06,120,2454397.26,2135318.53,0.122,35497.82,Current,0,0.0,Property,3608346.46,0.6802,Primary Residence,2020-11-28,2021-12-22,2021-11-22,36591.07,0.0,Online,OFC6890
2c6a67ec-7f4d-429d-ac8b-b013dfbb1b98,PCB-LOAN-202003-405261,1e1c0a15-403d-4187-8c88-eabcdf85a18b,2d1a95ad-70c8-4da0-9425-cbcf269d5d92,Personal Loan,2020-03-25,2021-03-20,12,419207.91,287611.01,0.2679,40208.31,Current,0,0.0,Cession,0.0,,General Expenses,2020-03-29,2020-06-23,2020-05-24,38482.56,0.0,Mobile,OFC1928
0e2d188a-722c-448b-90ee-ee64b9e88734,PCB-LOAN-202305-279660,a12a2645-12e2-4598-80ad-c5ef43c7195e,d74c8c65-75dd-49a9-b0a2-026d520ecaf2,Personal Loan,2023-05-06,2026-04-20,36,421084.37,152731.45,0.2605,16976.97,Current,0,0.0,None,0.0,,Medical,2023-05-09,2025-02-24,2025-01-25,16981.43,0.0,Branch,OFC3295
2b7566d3-9979-488d-9618-a2a87a80d665,PCB-LOAN-201909-382917,06d8b200-1ce9-464d-8b7a-2848f4a67a90,28b3768b-51b2-45a9-86a8-749ccb289296,Home Loan,2019-09-28,2034-07-11,180,1375454.67,1059432.61,0.1213,16622.98,NPL,334,182852.78,Property,1682719.2,0.8174,Investment Property,2019-10-02,2021-05-20,2021-04-20,16061.6,1.0,Online,OFC3537
0a59d9c1-e756-4260-b3cf-2b7f17a6a244,PCB-LOAN-202112-706708,ea388ea5-57ca-4b6e-aa00-840efed21569,a39ebdeb-c66b-4f39-84e0-246f8e2b4f08,Revolving Credit,2021-12-22,2023-12-12,24,169887.84,6602.39,0.2144,8766.56,Current,0,0.0,None,0.0,,General,2021-12-23,2023-11-12,2023-10-13,8636.55,0.0,Branch,OFC4663
91d74abc-6592-450e-be60-9ddf665ad3cb,PCB-LOAN-201604-553383,d1421d5e-80ed-4b58-bc5c-345cee625e96,ae0af86c-b7f4-462b-afe9-f12f61f68957,Business Loan,2016-04-02,2021-03-07,60,208092.0,173296.06,0.217,5711.84,Current,0,0.0,Property,322190.17581868224,,Stock,2016-04-06,2016-09-29,2016-08-30,5863.8,0.0,Broker,OFC3227
8053a719-ca97-4108-a82e-092c286734f4,PCB-LOAN-202004-763197,4af379b7-a754-4e27-8034-84548f1160fc,fec3723b-f6f3-42b7-98b0-15151f5ff626,Personal Loan,2020-04-19,2022-04-09,24,305883.99,118258.95,0.2478,16291.75,Current,0,0.0,None,0.0,,Debt Consolidation,2020-04-21,2021-06-13,2021-05-14,16057.89,0.0,Branch,OFC4108
758bd025-f857-4943-9e4c-79fd57f193ac,PCB-LOAN-201609-745958,a230f313-bffe-4fb1-884a-180392f85ad8,10deeddf-bfe5-4913-ad0f-078933bd1db7,Home Loan,2016-09-11,2036-05-29,240,1512242.51,414357.83,0.1046,15057.31,Current,0,0.0,Property,2021444.34,0.7481,Holiday Home,2016-09-12,2030-06-30,2030-05-31,14956.9,0.0,Online,OFC5515
d8d039cd-32d5-41a3-8680-ea96ced7471e,PCB-LOAN-202006-623772,3acebc57-2f2f-4565-9336-7b9605009e45,55e0075a-a469-496e-be56-a1e83e8fdeb5,Home Loan,2020-06-15,2035-03-29,180,1386451.83,615854.89,0.1176,16426.28,Current,0,0.0,Property,2141899.94,0.6473,Holiday Home,2020-06-19,2027-12-06,2027-11-06,16872.25,0.0,Mobile,OFC2103
1c22fde5-ee18-48a1-8415-9781f646ac29,PCB-LOAN-201906-170299,4899ed45-9c58-43fc-a9b1-110f1e0da786,ac69762d-252b-47d9-a5a5-23fc46fdcd28,Home Loan,2019-06-17,2049-01-10,360,2173557.29,1480161.21,0.1107,20814.34,Current,0,0.0,Property,3161997.8,0.6874,Holiday Home,2019-06-19,2028-01-01,2027-12-02,21849.3,0.0,Mobile,OFC5451
e8d01223-5751-4579-8ac6-6248191c5670,PCB-LOAN-202106-830144,d34c2baf-f31d-4dd7-b68c-648b1b573450,ae0af86c-b7f4-462b-afe9-f12f61f68957,Home Loan,2021-06-14,2051-01-08,360,1049235.98,62455.89,0.1101,10000.05,Current,0,0.0,Property,1379847.42,0.7604,Land Purchase,2021-06-17,2049-03-19,2049-02-17,10122.78,0.0,Online,OFC2286
9b1a3a1b-4e1f-4821-b754-3a378d27f988,PCB-LOAN-202009-364280,08e86fa6-91bc-46ac-a63a-ccbb741f22be,1571d760-b60a-4a6e-a3ca-535d3e12029b,Business Loan,2020-09-12,2025-08-17,60,294468.0,30793.4,0.16,7160.89,Current,0,0.0,None,0.0,,Working Capital,2020-09-15,2025-01-19,2024-12-20,7460.81,0.0,Broker,OFC6334
3ac5e6e9-5e68-4ecf-85c6-84652d82995c,PCB-LOAN-202003-161859,8ae8649d-15a3-4909-a8f1-1a3ee8cc2f3b,fabb7d5a-e73b-41cb-9972-32338991ec19,Home Loan,2020-03-09,2039-11-25,240,2763852.04,242153.57,0.0947,25708.61,Current,0,0.0,Property,3415114.35,0.8093,Holiday Home,2020-03-13,2037-12-05,2037-11-05,26211.88,0.0,Branch,OFC8453
6806c66a-6484-498d-9dcc-a4340aebb424,PCB-LOAN-202205-950602,52347243-9079-4ddd-b580-f6bf33305faa,25db4c54-6c26-4cee-b061-bdd813529556,Personal Loan,2022-05-16,2026-04-25,48,68410.18,5034.87,0.2504,2269.81,Current,0,0.0,None,0.0,,Education,2022-05-20,2025-12-26,2025-11-26,2262.7,0.0,Branch,OFC4637
b4603336-1356-415e-85f7-26099f1775b5,PCB-LOAN-201502-842012,17c491c0-b59f-4e9f-8213-df727ebad8dc,772e3d34-d43e-4895-aef2-18b73d4c324a,Business Loan,2015-02-14,2018-01-29,36,4565445.0,3411416.22,0.1279,153366.5,Current,0,0.0,Property,6606278.112402767,,Property,2015-02-17,2015-09-12,2015-08-13,146477.61,0.0,Mobile,OFC9670
b3185794-3c90-41fd-9a65-637ba774c7d8,PCB-LOAN-201504-509996,5f07ee40-578a-4751-985d-4e36af164992,78a218ef-f8f6-496f-903b-dfa91c2ba2f4,Personal Loan,2015-04-12,2021-03-11,72,481462.7,114097.84,0.1425,9985.46,Current,0,0.0,None,0.0,,Education,2015-04-15,2019-09-18,2019-08-19,9718.41,0.0,Branch,OFC1785
b7504173-6b33-4e82-b43e-cd775b809690,PCB-LOAN-202205-967871,823448f9-9052-402e-a0b2-680725c7adaa,ae0af86c-b7f4-462b-afe9-f12f61f68957,Home Loan,2022-05-28,2047-01-17,300,2073081.14,1374308.08,0.0951,18126.85,Current,0,0.0,Property,2623157.21,0.7903,Land Purchase,2022-05-30,2029-03-22,2029-02-20,18898.31,0.0,Mobile,OFC5009
042a7dd4-ce54-4366-9df4-d9143bc74bfc,PCB-LOAN-201805-989881,f555d33d-f80b-4502-ab66-8e64ef1b51f0,5d4df3a3-420b-4f1f-8676-c915f882f32d,Home Loan,2018-05-12,2047-12-06,360,843185.18,575115.33,0.1042,7662.56,Current,0,0.0,Property,1065838.93,0.7911,Primary Residence,2018-05-13,2025-09-02,2025-08-03,7692.44,0.0,Online,OFC7806
6c1229f4-8ad3-496b-9dd8-e56c4ca9785d,PCB-LOAN-202003-410413,27b64371-9beb-43d4-b155-f5264a48d714,c0289eef-258a-4d7e-953a-2f26de856b9b,Home Loan,2020-03-06,2030-01-13,120,1916950.62,731296.46,0.0998,25311.42,Current,0,0.0,Property,2916845.13,0.6572,Investment Property,2020-03-10,2025-09-06,2025-08-07,25958.82,0.0,Branch,OFC8887
1daaff9e-5cd8-4e44-9aa3-9b3df654ae65,PCB-LOAN-202004-184799,838bbd02-157b-4453-ab40-9da0e6d4a59e,73535cd6-e26a-4c14-9f8f-6cccd952103d,Personal Loan,2020-04-10,2026-03-10,72,306194.15,8098.21,0.1503,6479.47,Current,0,0.0,Cession,0.0,,Education,2020-04-12,2026-01-09,2025-12-10,6480.2,0.0,Branch,OFC1409
509f38ba-717a-4d9f-b53f-c99b83353149,PCB-LOAN-202202-491962,3d67fcbd-6beb-4aed-b77d-5e1e53dd0cb2,3882ede9-0650-4117-b505-04f03140d409,Personal Loan,2022-02-27,2023-02-22,12,197335.59,0.0,0.2074,18350.05,1-30 DPD,7,0.0,Cession,0.0,,Holiday,2022-03-02,2023-02-22,2023-01-23,18242.14,0.25,Mobile,OFC5317
311217d7-72ef-423e-a55f-a1078dcc2f7e,PCB-LOAN-202201-964480,19720c0b-051e-47ea-b902-9b819c88f5ca,d6737ea7-cd08-4e65-8521-3373efaa0745,Personal Loan,2022-01-31,2026-01-10,48,397973.38,344163.03,0.2323,12805.83,Current,0,0.0,None,0.0,,Holiday,2022-02-02,2022-05-01,2022-04-01,12607.21,0.0,Branch,OFC9380
12e7a420-2418-4650-9f34-c7920b0deafd,PCB-LOAN-201505-158840,f5706e19-f23a-4611-b644-52e87b465555,b726855b-bb78-43c1-bff4-01e65dd570f6,Business Loan,2015-05-25,2017-05-14,24,3355929.0,965465.24,0.2193,173983.42,NPL,152,869917.1,Property,3574842.3305502837,,Equipment,2015-05-30,2016-09-16,2016-08-17,175121.92,1.0,Broker,OFC4324
89760c03-a373-4d95-8c4d-158a84eda421,PCB-LOAN-201710-677685,cb99875a-50db-48ce-b53a-ee02b61fd057,4ebc30ac-2a3c-408b-b2af-e38f60749d76,Personal Loan,2017-10-12,2021-09-21,48,288655.0,39671.09,0.2778,10023.94,Current,0,0.0,None,0.0,,Education,2017-10-14,2021-02-23,2021-01-24,9880.74,0.0,Branch,OFC6589
39ce1283-3a71-4e0d-9b1e-972825ecfaee,PCB-LOAN-202401-863102,802e7e56-190c-41fd-a9d0-3d2880dd2cc3,2394630b-f57c-4ba1-8501-c26889763147,Business Loan,2024-01-01,2028-12-05,60,553332.0,392626.29,0.1797,14041.97,Current,0,0.0,Cession,843801.1918904721,,Working Capital,2024-01-03,2025-02-24,2025-01-25,14557.66,0.0,Broker,OFC7675
ae967b47-fea5-457e-8f0e-99c5cf7a3772,PCB-LOAN-202304-643647,0164c302-4300-4edf-bd9b-380907bfda6a,b86c0ade-442c-4880-a0f1-e63637de3278,Personal Loan,2023-04-23,2029-03-22,72,359823.13,147172.19,0.165,7904.62,Current,0,0.0,None,0.0,,Holiday,2023-04-25,2026-09-04,2026-08-05,7809.2,0.0,Branch,OFC3725
ff5fd638-bcaa-4a55-b9ea-a356c0694224,PCB-LOAN-202107-953497,fe1a8c18-0675-4320-8f1e-042b27d85a51,ae757f7d-80a3-4353-aa43-45dd08756f67,Personal Loan,2021-07-05,2023-06-25,24,259988.01,21290.39,0.279,14257.11,Current,0,0.0,None,0.0,,Education,2021-07-09,2023-04-26,2023-03-27,13591.56,0.0,Online,OFC3954
c15676ea-d5f6-4076-afef-cde50fcadeb7,PCB-LOAN-201607-371830,ff98f0f3-d8f0-47a8-afc6-cbdedba0b239,ae0af86c-b7f4-462b-afe9-f12f61f68957,Vehicle Finance,2016-07-27,2022-06-26,72,488322.25,87068.71,0.159,10565.74,Current,0,0.0,Vehicle,618051.2,0.7901,Boat,2016-07-29,2021-04-02,2021-03-03,10798.32,0.0,Online,OFC4791
0b2f6dd9-70d8-46ea-9e28-7f773e9ce33d,PCB-LOAN-201903-770945,9e408d90-f7f3-4d45-8029-09016f6613b1,c7937bae-01e1-4d0b-8b39-feb8b01c5e0b,Personal Loan,2019-03-19,2021-03-08,24,337090.11,163835.88,0.134,16089.28,Current,0,0.0,Cession,0.0,,Home Renovation,2019-03-20,2020-03-13,2020-02-12,16465.54,0.0,Online,OFC9791
1ad9e444-3e27-46a5-8ac7-00378c2544e3,PCB-LOAN-202405-866452,0b719cd2-7a5a-498e-93cd-85ee7b521bff,12723882-5ff5-4311-bbd0-1fc12e55746e,Home Loan,2024-05-17,2049-01-06,300,2197167.0,1166479.28,0.0966,19441.51,Current,0,0.0,Property,2639873.84,0.8323,Holiday Home,2024-05-22,2035-05-20,2035-04-20,19722.57,0.0,Branch,OFC2697
913fea0e-a492-4d4d-beb6-dbdeb572a668,PCB-LOAN-201612-918217,58b6ea81-b316-4f19-a7eb-6ad8b9be5b12,a9b886d8-bca1-4828-98e9-fdaa43e9ae9a,Revolving Credit,2016-12-26,2019-12-11,36,278616.08,19928.74,0.2723,11408.97,Current,0,0.0,None,0.0,,Home Improvement,2016-12-27,2019-09-12,2019-08-13,11208.3,0.0,Broker,OFC3726
d2564739-7fa6-4e0d-ae16-79f3d8c987f8,PCB-LOAN-202111-440313,6f7c7fc1-83b4-4940-94af-fdb7c6f73e64,868e4222-f8da-41bd-adf8-7993d06f9976,Home Loan,2021-11-09,2051-06-05,360,2267816.73,1782682.74,0.0905,18329.01,Current,0,0.0,Property,2444821.83,0.9276,Land Purchase,2021-11-11,2024-10-24,2024-09-24,18774.94,0.0,Mobile,OFC4679
8f8e9561-f81e-49be-9f74-6af53bb225f2,PCB-LOAN-201702-992348,7c1c57bc-fea1-40c0-b55c-c843f9ddd24b,ab186317-e559-4542-bca0-e82b54f09258,Personal Loan,2017-02-11,2022-01-16,60,388335.28,298502.06,0.1711,9674.12,Current,0,0.0,None,0.0,,Education,2017-02-16,2017-12-08,2017-11-08,9725.06,0.0,Online,OFC7856
a49708ed-428d-4dcb-926d-a93bbb8e27bf,PCB-LOAN-201707-889155,9730d667-2481-4b8e-9e5f-b736067f3107,cbb36d63-a6c4-474c-819b-203a5199ba81,Personal Loan,2017-07-15,2020-06-29,36,99345.66,92788.43,0.1661,3522.69,Current,0,0.0,Cession,0.0,,Education,2017-07-19,2017-08-14,2017-07-15,3525.01,0.0,Mobile,OFC5273
7fbdf127-be6c-4385-a361-bc9449a3ea14,PCB-LOAN-202406-337854,97ddac20-2ab1-412a-aa23-deabd20e4497,8fd4a71b-f5a9-4402-8203-5dcbcb3e2d8b,Vehicle Finance,2024-06-30,2030-05-30,72,84332.62,11303.11,0.1445,1758.12,Current,0,0.0,Vehicle,117242.62,0.7193,Motorbike,2024-07-05,2029-07-04,2029-06-04,1771.89,0.0,Online,OFC7752
125d2251-a81a-45af-8759-f8242cec6aee,PCB-LOAN-202001-803502,4036648a-b3d3-40a6-84a5-0e91c27de9a9,6e355bad-91fe-41fe-ba3d-7f850c33125c,Personal Loan,2020-01-28,2023-01-12,36,62494.81,10674.64,0.1319,2111.42,Current,0,0.0,None,0.0,,General Expenses,2020-01-31,2022-06-16,2022-05-17,2089.12,0.0,Branch,OFC7291
e79eb2b6-df99-452b-bf45-cbd06b2a632e,PCB-LOAN-202301-714292,ac84016c-2bef-4069-bd21-97b5fa73e5d4,29f5fe09-f475-4cd7-83d3-1996137c8805,Business Loan,2023-01-04,2025-12-19,36,329454.0,17533.9,0.2134,12469.79,Current,0,0.0,Cession,362244.51775562373,,Stock,2023-01-07,2025-10-20,2025-09-20,12981.91,0.0,Branch,OFC6991
282fb6d5-60a5-47f8-8718-5d215e2e5fee,PCB-LOAN-202406-834677,9ff3b164-d84e-4657-873b-3852d2ffea37,95c6871b-b8c7-481f-ad06-430a682fc0f1,Vehicle Finance,2024-06-25,2031-05-20,84,259090.63,178644.15,0.1015,4321.32,61-90 DPD,82,8642.64,Vehicle,290395.24,0.8922,Commercial Vehicle,2024-06-26,2026-01-16,2025-12-17,4270.59,0.75,Broker,OFC1474
d83e3104-0d2f-4435-b53d-93579c67a9c6,PCB-LOAN-201702-350894,30c2e83a-3ad0-4c9e-8a9d-2ec15dd897f2,5fc063d7-d3fd-420f-b12b-06dd7e5d0a2e,Business Loan,2017-02-07,2021-01-17,48,236211.0,183040.04,0.1855,7006.77,Current,0,0.0,Property,416090.4169596175,,Property,2017-02-12,2017-10-05,2017-09-05,7099.09,0.0,Branch,OFC2691
daf32732-684e-4057-912e-1099881f71e7,PCB-LOAN-201504-251954,5a59e0f6-712f-461e-8506-d79ff0bf9914,491eed32-e46e-4b4d-a27e-8a842507e5c0,Business Loan,2015-04-18,2018-04-02,36,953289.0,254649.72,0.1306,32147.63,Current,0,0.0,Cession,1010458.0498907095,,Equipment,2015-04-22,2017-06-06,2017-05-07,31620.71,0.0,Branch,OFC2213
