portfolio_id,ticker,units,avg_cost_cents,last_price_cents,market_value_zar,valuation_date
PF00121,AGL,4424.2368,12219.34,14500.23,641524.51,2026-07-31
PF00121,GRT,4773.0511,1680.25,1796.04,85725.91,2026-07-31
PF00121,RDF,19629.1507,605.0,611.54,120040.11,2026-07-31
PF00121,R186,325.6637,10257.42,11088.39,36110.86,2026-07-31
PF00121,R2040,526.1015,7459.07,9013.75,47421.47,2026-07-31
PF00121,ASHGEQ,3856.3643,8872.79,9654.93,372329.27,2026-07-31
PF00121,STX500,2795.2603,12062.3,14391.01,402266.18,2026-07-31
PF00121,MMKT,115573.394,88.27,105.93,122426.9,2026-07-31
PF00122,FSR,887.6617,9860.93,9387.31,83327.55,2026-07-31
PF00122,GFI,708.1752,15141.7,15709.96,111254.04,2026-07-31
PF00122,PRX,7000.9246,1258.81,1506.39,105461.23,2026-07-31
PF00122,AGL,688.9934,12844.99,14500.23,99905.63,2026-07-31
PF00122,CFR,311.2731,26769.76,25322.59,78822.42,2026-07-31
PF00122,MTN,693.2621,11927.78,14566.93,100987.01,2026-07-31
PF00122,INL,280.0063,19418.37,25973.07,72726.22,2026-07-31
PF00122,STXCLR,2060.089,4930.14,5663.24,116667.78,2026-07-31
PF00122,R186,1286.4725,8082.22,11088.39,142649.09,2026-07-31
PF00122,R2030,1121.4143,8711.93,10784.05,120933.88,2026-07-31
PF00122,ASHGEQ,34008.8144,6975.28,9654.93,3283527.22,2026-07-31
PF00122,STX500,28823.4366,11417.63,14391.01,4147983.64,2026-07-31
PF00122,STXWDM,33405.9872,11284.55,12426.7,4151261.81,2026-07-31
PF00122,MMKT,311974.5883,85.12,105.93,330474.68,2026-07-31
PF00123,STX40,1198.9075,8270.78,10102.33,121117.59,2026-07-31
PF00123,PRX,5313.6556,1166.73,1506.39,80044.38,2026-07-31
PF00123,CLS,197.9064,39981.7,52705.64,104307.81,2026-07-31
PF00123,VOD,1035.0082,8646.62,9969.52,103185.35,2026-07-31
PF00123,R2032,2452.3405,8219.39,10184.61,249761.32,2026-07-31
PF00123,ASHGEQ,31489.0544,7915.54,9654.93,3040246.16,2026-07-31
PF00123,STX500,23964.8337,13600.87,14391.01,3448781.61,2026-07-31
PF00123,MMKT,153900.863,82.34,105.93,163027.18,2026-07-31
PF00124,NED,1507.5912,31124.16,31885.01,480695.62,2026-07-31
PF00124,APN,2127.5768,21657.54,22726.43,483522.24,2026-07-31
PF00124,RDF,10993.3942,610.17,611.54,67229.0,2026-07-31
PF00124,GRT,4699.4197,1708.51,1796.04,84403.46,2026-07-31
PF00124,R2040,11687.6356,6756.4,9013.75,1053494.25,2026-07-31
PF00124,STX500,1397.2598,12874.45,14391.01,201079.79,2026-07-31
PF00124,STXWDM,1489.7932,12241.56,12426.7,185132.13,2026-07-31
PF00124,ASHGEQ,1875.9231,9188.61,9654.93,181119.06,2026-07-31
PF00124,MMKT,315467.77,99.23,105.93,334175.01,2026-07-31
PF00125,CPI,304.6951,233227.98,231380.88,705006.14,2026-07-31
PF00125,BVT,3109.098,21326.39,26627.01,827859.83,2026-07-31
PF00125,PRX,53065.2081,1394.85,1506.39,799368.99,2026-07-31
PF00125,CLS,1102.3397,52494.26,52705.64,580995.22,2026-07-31
PF00125,RDF,49919.1742,555.02,611.54,305275.72,2026-07-31
PF00125,GRT,12631.0648,1828.3,1796.04,226858.98,2026-07-31
PF00125,R2035,20089.1706,9029.8,8746.3,1757059.12,2026-07-31
PF00125,R2032,15101.823,9523.31,10184.61,1538061.78,2026-07-31
PF00125,STX500,3882.9638,10616.5,14391.01,558797.71,2026-07-31
PF00125,STXWDM,4254.8025,9754.13,12426.7,528731.55,2026-07-31
PF00125,ASHGEQ,8704.5353,8525.34,9654.93,840416.79,2026-07-31
PF00125,MMKT,1618261.6722,81.16,105.93,1714224.59,2026-07-31
PF00126,R2035,5153.6584,6439.84,8746.3,450754.42,2026-07-31
PF00126,MMKT,4102137.156,79.72,105.93,4345393.89,2026-07-31
PF00127,SLM,8385.9308,9037.62,9455.43,792925.82,2026-07-31
PF00127,BHG,15160.6034,3718.75,4885.43,740660.67,2026-07-31
PF00127,SBK,3352.2769,18430.25,21827.26,731710.18,2026-07-31
PF00127,CLS,2034.4132,46895.73,52705.64,1072250.5,2026-07-31
PF00127,MRP,4383.4336,16697.68,21033.92,922007.92,2026-07-31
PF00127,AGL,6729.949,10868.09,14500.23,975858.08,2026-07-31
PF00127,OMU,46612.3882,1481.98,1573.35,733376.01,2026-07-31
PF00127,GRT,11958.1793,1814.89,1796.04,214773.68,2026-07-31
PF00127,RDF,34971.4832,557.01,611.54,213864.61,2026-07-31
PF00127,STXCLR,1438.5306,4315.91,5663.24,81467.44,2026-07-31
PF00127,R2040,862.7722,8941.43,9013.75,77768.13,2026-07-31
PF00127,R2035,1099.1083,6392.45,8746.3,96131.31,2026-07-31
PF00127,ASHGEQ,14746.603,9164.89,9654.93,1423774.19,2026-07-31
PF00127,STXWDM,10011.2837,13042.36,12426.7,1244072.19,2026-07-31
PF00127,MMKT,289377.3428,110.15,105.93,306537.42,2026-07-31
PF00128,TBS,611.6657,18504.64,23682.29,144856.45,2026-07-31
PF00128,ABG,787.3862,22504.63,21379.43,168338.68,2026-07-31
PF00128,CPI,82.8075,197115.57,231380.88,191600.78,2026-07-31
PF00128,VOD,1881.1512,8793.07,9969.52,187541.75,2026-07-31
PF00128,SOL,1675.8566,7838.43,10313.55,172840.3,2026-07-31
PF00128,OMU,8159.5132,1188.06,1573.35,128377.7,2026-07-31
PF00128,MRP,894.1705,18605.69,21033.92,188079.11,2026-07-31
PF00128,GRT,9937.9797,1901.68,1796.04,178490.09,2026-07-31
PF00128,RDF,20920.4734,492.09,611.54,127937.06,2026-07-31
PF00128,R2032,25808.9741,7463.31,10184.61,2628543.36,2026-07-31
PF00128,STXCLR,37154.489,5127.42,5663.24,2104147.88,2026-07-31
PF00128,STX500,1129.0894,12905.02,14391.01,162487.37,2026-07-31
PF00128,STXWDM,1768.6235,12912.4,12426.7,219781.54,2026-07-31
PF00128,ASHGEQ,2521.5043,7301.17,9654.93,243449.47,2026-07-31
PF00128,MMKT,1151795.6497,106.67,105.93,1220097.13,2026-07-31
PF00129,APN,1107.7362,17495.04,22726.43,251748.88,2026-07-31
PF00129,SBK,1376.9063,21582.75,21827.26,300540.93,2026-07-31
PF00129,NED,918.7088,27032.48,31885.01,292930.39,2026-07-31
PF00129,TBS,915.7004,21284.25,23682.29,216858.82,2026-07-31
PF00129,REM,1296.7859,21804.39,21071.22,273248.6,2026-07-31
PF00129,AGL,1554.7964,11946.31,14500.23,225449.06,2026-07-31
PF00129,ANG,518.2964,57338.39,56307.51,291839.77,2026-07-31
PF00129,RDF,329759.3271,643.97,611.54,2016610.19,2026-07-31
PF00129,GRT,152879.7263,1901.55,1796.04,2745781.04,2026-07-31
PF00129,R2032,13164.441,8142.31,10184.61,1340746.97,2026-07-31
PF00129,STX500,3057.14,14796.29,14391.01,439953.33,2026-07-31
PF00129,STXWDM,3711.9817,12212.72,12426.7,461276.83,2026-07-31
PF00129,ASHGEQ,3556.2762,8112.96,9654.93,343355.98,2026-07-31
PF00129,MMKT,722591.7384,96.82,105.93,765441.43,2026-07-31
PF00130,R2035,20383.9415,8360.22,8746.3,1782840.68,2026-07-31
PF00130,R2040,16905.4286,8839.21,9013.75,1523813.07,2026-07-31
PF00130,MMKT,33053753.9425,111.87,105.93,35013841.55,2026-07-31
PF00131,GFI,1454.9194,14847.47,15709.96,228567.25,2026-07-31
PF00131,SSW,6777.6214,2528.69,3350.29,227069.97,2026-07-31
PF00131,SOL,2478.7835,8559.19,10313.55,255650.57,2026-07-31
PF00131,RDF,124232.8375,610.74,611.54,759733.49,2026-07-31
PF00131,GRT,33603.5493,1785.52,1796.04,603533.19,2026-07-31
PF00131,R186,3854.6045,8116.06,11088.39,427413.57,2026-07-31
PF00131,STX500,966.8877,10500.91,14391.01,139144.91,2026-07-31
PF00131,ASHGEQ,1683.503,7903.44,9654.93,162541.04,2026-07-31
PF00131,STXWDM,1236.4011,12154.31,12426.7,153643.86,2026-07-31
PF00131,MMKT,205994.9812,84.07,105.93,218210.48,2026-07-31
PF00132,REM,3440.6351,16286.74,21071.22,724983.8,2026-07-31
PF00132,MRP,4153.6178,16018.06,21033.92,873668.64,2026-07-31
PF00132,RDF,28803.6859,524.02,611.54,176146.06,2026-07-31
PF00132,GRT,11784.7442,1640.65,1796.04,211658.72,2026-07-31
PF00132,R186,5891.4009,10897.23,11088.39,653261.5,2026-07-31
PF00132,STXCLR,11338.0245,5533.14,5663.24,642099.54,2026-07-31
PF00132,R2032,7483.824,9468.24,10184.61,762198.29,2026-07-31
PF00132,ASHGEQ,11619.9905,9892.62,9654.93,1121901.95,2026-07-31
PF00132,MMKT,934785.2288,82.12,105.93,990217.99,2026-07-31
PF00133,SOL,975.493,9311.92,10313.55,100607.96,2026-07-31
PF00133,INL,338.2579,26113.54,25973.07,87855.97,2026-07-31
PF00133,MTN,646.4718,10639.02,14566.93,94171.09,2026-07-31
PF00133,TBS,470.8025,18735.53,23682.29,111496.81,2026-07-31
PF00133,CFR,419.267,25119.31,25322.59,106169.26,2026-07-31
PF00133,GRT,3507.4295,1446.53,1796.04,62994.84,2026-07-31
PF00133,R2032,2252.8921,10637.87,10184.61,229448.27,2026-07-31
PF00133,ASHGEQ,3035.1257,8482.92,9654.93,293039.26,2026-07-31
PF00133,MMKT,63033.5585,89.47,105.93,66771.45,2026-07-31
PF00134,STXCLR,11796.6046,4666.76,5663.24,668070.03,2026-07-31
PF00134,R2035,7393.0204,7551.34,8746.3,646615.74,2026-07-31
PF00134,R2032,7834.5678,9262.67,10184.61,797920.17,2026-07-31
PF00134,MMKT,13020593.124,76.38,105.93,13792714.3,2026-07-31
PF00135,AGL,2970.7408,15293.95,14500.23,430764.25,2026-07-31
PF00135,CLS,582.3709,53979.26,52705.64,306942.29,2026-07-31
PF00135,SOL,3029.2851,8034.86,10313.55,312426.83,2026-07-31
PF00135,R2035,4529.5926,8230.21,8746.3,396171.76,2026-07-31
PF00135,R2032,3139.7539,10153.07,10184.61,319771.69,2026-07-31
PF00135,STX500,122353.0515,11375.95,14391.01,17607839.88,2026-07-31
PF00135,MMKT,400075.6019,80.23,105.93,423800.09,2026-07-31
PF00136,R186,14419.6968,9811.18,11088.39,1598912.22,2026-07-31
PF00136,MMKT,13609318.5566,97.98,105.93,14416351.15,2026-07-31
PF00137,ABG,1089.0132,21262.45,21379.43,232824.81,2026-07-31
PF00137,NPN,7191.749,3965.41,3933.75,282905.43,2026-07-31
PF00137,REM,1058.5253,17155.16,21071.22,223044.2,2026-07-31
PF00137,EXX,869.9629,18550.51,21952.49,190978.52,2026-07-31
PF00137,INL,864.4262,26399.68,25973.07,224518.03,2026-07-31
PF00137,VOD,2561.6728,7764.29,9969.52,255386.48,2026-07-31
PF00137,RDF,418669.7696,576.02,611.54,2560333.11,2026-07-31
PF00137,GRT,108388.8879,1865.64,1796.04,1946707.78,2026-07-31
PF00137,STXCLR,15282.9405,5831.6,5663.24,865509.6,2026-07-31
PF00137,ASHGEQ,12314.3959,9089.06,9654.93,1188946.3,2026-07-31
PF00137,MMKT,729215.6291,79.82,105.93,772458.12,2026-07-31
PF00138,CFR,635.8085,21112.0,25322.59,161003.17,2026-07-31
PF00138,PRX,14496.181,1154.99,1506.39,218369.02,2026-07-31
PF00138,SLM,1943.4689,7577.96,9455.43,183763.34,2026-07-31
PF00138,GRT,103110.0792,1734.81,1796.04,1851898.27,2026-07-31
PF00138,R2035,1589.1176,8255.68,8746.3,138988.99,2026-07-31
PF00138,R2032,1320.648,9569.62,10184.61,134502.84,2026-07-31
PF00138,STX500,1421.9337,12135.57,14391.01,204630.62,2026-07-31
PF00138,STXWDM,1500.3485,9716.0,12426.7,186443.8,2026-07-31
PF00138,MMKT,177173.5552,84.21,105.93,187679.95,2026-07-31
PF00139,AGL,25.0735,14767.49,14500.23,3635.72,2026-07-31
PF00139,EXX,18.7404,23213.62,21952.49,4113.99,2026-07-31
PF00139,ANG,9.1053,58901.75,56307.51,5126.96,2026-07-31
PF00139,SSW,154.1423,2933.98,3350.29,5164.21,2026-07-31
PF00139,WHL,54.2565,7155.69,8156.52,4425.44,2026-07-31
PF00139,INL,20.268,20912.09,25973.07,5264.23,2026-07-31
PF00139,R2030,53.4777,8002.4,10784.05,5767.06,2026-07-31
PF00139,R186,68.4388,10876.85,11088.39,7588.77,2026-07-31
PF00139,STX500,3285.1939,10717.92,14391.01,472772.58,2026-07-31
PF00139,MMKT,10096.2477,101.81,105.93,10694.96,2026-07-31
PF00140,STX40,19051.4177,7393.32,10102.33,1924637.09,2026-07-31
PF00140,SBK,8091.4056,18672.41,21827.26,1766132.14,2026-07-31
PF00140,INL,5888.3888,20778.45,25973.07,1529395.34,2026-07-31
PF00140,ANG,2679.1669,41378.9,56307.51,1508572.18,2026-07-31
PF00140,MRP,8545.6866,15971.95,21033.92,1797492.89,2026-07-31
PF00140,FSR,20326.2831,8485.38,9387.31,1908091.21,2026-07-31
PF00140,SLM,14815.6714,8765.06,9455.43,1400885.44,2026-07-31
PF00140,RDF,106463.3313,585.44,611.54,651065.86,2026-07-31
PF00140,R2035,2046.4325,6451.47,8746.3,178987.12,2026-07-31
PF00140,R2032,1717.8381,8030.88,10184.61,174955.11,2026-07-31
PF00140,STXWDM,6843.0018,12641.73,12426.7,850359.31,2026-07-31
PF00140,STX500,6341.9814,11080.99,14391.01,912675.18,2026-07-31
PF00140,ASHGEQ,13446.6975,8104.06,9654.93,1298269.23,2026-07-31
PF00140,MMKT,518930.1491,92.37,105.93,549702.71,2026-07-31
PF00141,SOL,6533.1725,10324.74,10313.55,673802.01,2026-07-31
PF00141,TBS,3855.7434,18675.13,23682.29,913128.34,2026-07-31
PF00141,SLM,6215.0513,7294.37,9455.43,587659.83,2026-07-31
PF00141,BHG,11784.0465,4576.34,4885.43,575701.34,2026-07-31
PF00141,FSR,8705.1432,8281.94,9387.31,817178.78,2026-07-31
PF00141,RDF,56417.9932,529.44,611.54,345018.6,2026-07-31
PF00141,GRT,20603.136,1332.47,1796.04,370040.56,2026-07-31
PF00141,STXCLR,34547.8395,4821.01,5663.24,1956527.06,2026-07-31
PF00141,R2040,21926.797,8297.15,9013.75,1976426.67,2026-07-31
PF00141,STXWDM,6872.8253,10926.45,12426.7,854065.38,2026-07-31
PF00141,ASHGEQ,9772.4569,8470.95,9654.93,943523.87,2026-07-31
PF00141,STX500,6609.1174,12996.69,14391.01,951118.75,2026-07-31
PF00141,MMKT,1420943.7808,83.66,105.93,1505205.75,2026-07-31
PF00142,SSW,8669.0262,3505.18,3350.29,290437.52,2026-07-31
PF00142,ABG,1588.2787,17705.31,21379.43,339564.92,2026-07-31
PF00142,BVT,1358.6987,21885.35,26627.01,361780.84,2026-07-31
PF00142,R186,6180.9962,9181.87,11088.39,685372.96,2026-07-31
PF00142,STX500,113743.9157,12637.78,14391.01,16368898.28,2026-07-31
PF00142,MMKT,311349.57,94.0,105.93,329812.6,2026-07-31
PF00143,NPN,5099.9177,3560.27,3933.75,200618.01,2026-07-31
PF00143,WHL,3103.1081,6354.91,8156.52,253105.63,2026-07-31
PF00143,GFI,1737.0027,11783.59,15709.96,272882.42,2026-07-31
PF00143,RDF,8769.1384,623.27,611.54,53626.79,2026-07-31
PF00143,R2035,85.937,6830.81,8746.3,7516.3,2026-07-31
PF00143,STXCLR,115.751,5635.14,5663.24,6555.26,2026-07-31
PF00143,R186,75.1821,10050.29,11088.39,8336.49,2026-07-31
PF00143,ASHGEQ,843.1821,9370.07,9654.93,81408.64,2026-07-31
PF00143,STX500,440.6027,10951.82,14391.01,63407.18,2026-07-31
PF00143,STXWDM,696.6472,9609.14,12426.7,86570.26,2026-07-31
PF00143,MMKT,19429.0837,111.86,105.93,20581.23,2026-07-31
PF00144,OMU,38721.1924,1520.87,1573.35,609219.88,2026-07-31
PF00144,AGL,4525.869,12589.79,14500.23,656261.41,2026-07-31
PF00144,RDF,14498.1673,586.58,611.54,88662.09,2026-07-31
PF00144,GRT,6438.2639,1651.99,1796.04,115633.79,2026-07-31
PF00144,R2030,6951.3048,9943.67,10784.05,749632.19,2026-07-31
PF00144,ASHGEQ,2437.0915,7479.16,9654.93,235299.48,2026-07-31
PF00144,STX500,2316.5693,12256.46,14391.01,333377.72,2026-07-31
PF00144,STXWDM,2864.1196,12922.3,12426.7,355915.55,2026-07-31
PF00144,MMKT,229347.6182,99.79,105.93,242947.93,2026-07-31
PF00145,EXX,271.5592,19345.91,21952.49,59614.0,2026-07-31
PF00145,ANG,140.6854,59642.81,56307.51,79216.47,2026-07-31
PF00145,AGL,566.1534,13311.5,14500.23,82093.54,2026-07-31
PF00145,NED,256.4328,26262.74,31885.01,81763.61,2026-07-31
PF00145,BHG,1110.799,4468.69,4885.43,54267.31,2026-07-31
PF00145,FSR,798.49,7878.7,9387.31,74956.73,2026-07-31
PF00145,PRX,3601.211,1264.87,1506.39,54248.28,2026-07-31
PF00145,RDF,3961.8239,558.82,611.54,24228.14,2026-07-31
PF00145,GRT,1863.7216,1374.17,1796.04,33473.18,2026-07-31
PF00145,R2035,700.1537,8701.24,8746.3,61237.54,2026-07-31
PF00145,STXCLR,1082.7569,5922.9,5663.24,61319.12,2026-07-31
PF00145,R186,782.8435,11277.72,11088.39,86804.74,2026-07-31
PF00145,ASHGEQ,1422.4341,8559.46,9654.93,137335.02,2026-07-31
PF00145,STX500,1120.8811,10833.93,14391.01,161306.11,2026-07-31
PF00145,MMKT,76791.7947,99.92,105.93,81345.55,2026-07-31
PF00146,NPN,6385.2128,3258.25,3933.75,251178.31,2026-07-31
PF00146,SHP,790.5472,29460.37,28051.24,221758.3,2026-07-31
PF00146,GFI,1477.5471,13525.02,15709.96,232122.06,2026-07-31
PF00146,APN,1253.6616,22741.04,22726.43,284912.52,2026-07-31
PF00146,RDF,259534.4886,492.06,611.54,1587157.21,2026-07-31
PF00146,GRT,75799.6672,1458.64,1796.04,1361392.34,2026-07-31
PF00146,R2032,5707.2209,9138.05,10184.61,581258.19,2026-07-31
PF00146,STX500,1638.9627,11114.84,14391.01,235863.29,2026-07-31
PF00146,STXWDM,1578.1336,10388.33,12426.7,196109.93,2026-07-31
PF00146,ASHGEQ,2443.7077,9176.9,9654.93,235938.27,2026-07-31
PF00146,MMKT,408231.6639,109.21,105.93,432439.8,2026-07-31
PF00147,GFI,2345.4585,13802.2,15709.96,368470.6,2026-07-31
PF00147,BVT,1160.2887,19230.08,26627.01,308950.18,2026-07-31
PF00147,SLM,3822.1803,8234.54,9455.43,361403.58,2026-07-31
PF00147,SBK,1632.0515,21959.66,21827.26,356232.12,2026-07-31
PF00147,GRT,8396.5398,1861.26,1796.04,150805.21,2026-07-31
PF00147,RDF,25471.9061,545.64,611.54,155770.89,2026-07-31
PF00147,R2035,17991.006,7455.11,8746.3,1573547.36,2026-07-31
PF00147,STXWDM,1978.2354,10778.97,12426.7,245829.38,2026-07-31
PF00147,ASHGEQ,2793.7751,9512.63,9654.93,269737.03,2026-07-31
PF00147,STX500,2216.6016,10421.99,14391.01,318991.36,2026-07-31
PF00147,MMKT,590476.3958,110.78,105.93,625491.65,2026-07-31
PF00148,EXX,71.0303,17812.58,21952.49,15592.93,2026-07-31
PF00148,MTN,103.3033,12906.69,14566.93,15048.12,2026-07-31
PF00148,FSR,185.5749,7655.25,9387.31,17420.49,2026-07-31
PF00148,GFI,73.8405,14485.54,15709.96,11600.31,2026-07-31
PF00148,INL,48.6275,21714.27,25973.07,12630.06,2026-07-31
PF00148,BVT,50.7073,27595.1,26627.01,13501.82,2026-07-31
PF00148,CLS,23.441,38146.57,52705.64,12354.74,2026-07-31
PF00148,R2030,204.6734,8384.79,10784.05,22072.08,2026-07-31
PF00148,R186,204.8062,8659.7,11088.39,22709.71,2026-07-31
PF00148,R2032,229.5098,9725.17,10184.61,23374.68,2026-07-31
PF00148,STXWDM,10071.5767,12304.35,12426.7,1251564.62,2026-07-31
PF00148,STX500,8180.6238,11562.63,14391.01,1177274.39,2026-07-31
PF00148,MMKT,34349.5714,79.67,105.93,36386.5,2026-07-31
PF00149,BHG,51710.8925,4866.84,4885.43,2526299.45,2026-07-31
PF00149,TBS,9454.4655,24635.45,23682.29,2239033.94,2026-07-31
PF00149,REM,9666.5342,16857.06,21071.22,2036856.69,2026-07-31
PF00149,GRT,13017.4392,1828.39,1796.04,233798.42,2026-07-31
PF00149,RDF,51284.7534,457.98,611.54,313626.78,2026-07-31
PF00149,R186,440.2148,9484.89,11088.39,48812.73,2026-07-31
PF00149,R2035,690.1642,8593.28,8746.3,60363.83,2026-07-31
PF00149,STXCLR,1270.9687,5316.17,5663.24,71978.01,2026-07-31
PF00149,STX500,6675.7024,14972.77,14391.01,960701.0,2026-07-31
PF00149,STXWDM,5289.4082,10490.33,12426.7,657298.89,2026-07-31
PF00149,ASHGEQ,9291.6555,8531.07,9654.93,897102.83,2026-07-31
PF00149,MMKT,386263.046,98.71,105.93,409168.44,2026-07-31
PF00150,R186,8047.3535,11010.23,11088.39,892321.94,2026-07-31
PF00150,R2030,6775.1473,10306.54,10784.05,730635.27,2026-07-31
PF00150,MMKT,16646227.6297,111.06,105.93,17633348.93,2026-07-31
PF00151,MRP,6737.6141,15830.96,21033.92,1417184.35,2026-07-31
PF00151,DSY,8390.758,13405.94,16065.56,1348022.26,2026-07-31
PF00151,TBS,5010.2147,20186.18,23682.29,1186533.56,2026-07-31
PF00151,ABG,5038.9547,16319.39,21379.43,1077299.8,2026-07-31
PF00151,STX40,9036.4167,8182.14,10102.33,912888.64,2026-07-31
PF00151,RDF,104688.5332,518.22,611.54,640212.26,2026-07-31
PF00151,R2035,20570.2501,6947.48,8746.3,1799135.78,2026-07-31
PF00151,R186,15956.8593,8994.43,11088.39,1769358.79,2026-07-31
PF00151,R2030,13971.0925,10063.78,10784.05,1506649.6,2026-07-31
PF00151,STXWDM,12386.0898,12516.15,12426.7,1539182.22,2026-07-31
PF00151,ASHGEQ,13403.2255,8710.42,9654.93,1294072.04,2026-07-31
PF00151,STX500,8359.6558,14178.97,14391.01,1203038.91,2026-07-31
PF00151,MMKT,2903118.9069,111.56,105.93,3075273.86,2026-07-31
PF00152,SBK,591.4813,17769.33,21827.26,129104.17,2026-07-31
PF00152,BHG,3121.1687,4899.01,4885.43,152482.51,2026-07-31
PF00152,SSW,4232.7916,3349.73,3350.29,141810.79,2026-07-31
PF00152,BVT,529.5399,21744.23,26627.01,141000.64,2026-07-31
PF00152,EXX,482.812,19342.16,21952.49,105989.25,2026-07-31
PF00152,AGL,880.9338,11453.24,14500.23,127737.42,2026-07-31
PF00152,GRT,6776.6302,1688.66,1796.04,121710.99,2026-07-31
PF00152,RDF,20565.9883,480.28,611.54,125769.24,2026-07-31
PF00152,R2035,13832.4047,8273.83,8746.3,1209823.61,2026-07-31
PF00152,R2032,11696.1944,8488.71,10184.61,1191211.79,2026-07-31
PF00152,ASHGEQ,1399.1724,7066.81,9654.93,135089.12,2026-07-31
PF00152,STX500,1068.4422,11259.16,14391.01,153759.62,2026-07-31
PF00152,STXWDM,1445.162,11141.14,12426.7,179585.94,2026-07-31
PF00152,MMKT,779009.0094,79.95,105.93,825204.24,2026-07-31
PF00153,DSY,13837.8638,14189.65,16065.56,2223130.31,2026-07-31
PF00153,EXX,7831.1483,16371.52,21952.49,1719132.05,2026-07-31
PF00153,CLS,4388.8265,38544.82,52705.64,2313159.12,2026-07-31
PF00153,BHG,48698.458,3926.88,4885.43,2379129.08,2026-07-31
PF00153,NED,5337.2743,24687.33,31885.01,1701790.43,2026-07-31
PF00153,SSW,56259.2365,3245.19,3350.29,1884847.57,2026-07-31
PF00153,RDF,73169.33,599.37,611.54,447459.72,2026-07-31
PF00153,GRT,24616.1933,1769.92,1796.04,442116.68,2026-07-31
PF00153,R2030,1123.6905,10146.47,10784.05,121179.34,2026-07-31
PF00153,R2040,1249.5769,6616.81,9013.75,112633.74,2026-07-31
PF00153,R2035,1082.4888,7526.18,8746.3,94677.72,2026-07-31
PF00153,STX500,14989.2461,12915.11,14391.01,2157103.9,2026-07-31
PF00153,ASHGEQ,18423.7802,7530.06,9654.93,1778803.08,2026-07-31
PF00153,MMKT,470686.289,78.72,105.93,498597.99,2026-07-31
PF00154,STX40,13356.1013,9089.25,10102.33,1349277.43,2026-07-31
PF00154,SHP,5075.2952,28184.17,28051.24,1423683.25,2026-07-31
PF00154,NPN,28047.8124,3030.17,3933.75,1103330.82,2026-07-31
PF00154,GRT,8130.9732,1405.56,1796.04,146035.53,2026-07-31
PF00154,RDF,20269.7588,507.63,611.54,123957.68,2026-07-31
PF00154,R2040,428.0435,7209.78,9013.75,38582.77,2026-07-31
PF00154,R2035,534.6074,7283.64,8746.3,46758.37,2026-07-31
PF00154,R2032,420.5999,7923.02,10184.61,42836.46,2026-07-31
PF00154,STX500,3910.913,10391.68,14391.01,562819.87,2026-07-31
PF00154,STXWDM,3791.6493,12675.39,12426.7,471176.89,2026-07-31
PF00154,ASHGEQ,5314.0378,8847.51,9654.93,513066.63,2026-07-31
PF00154,MMKT,239484.6069,80.4,105.93,253686.04,2026-07-31
PF00155,R2040,893.0765,6543.4,9013.75,80499.68,2026-07-31
PF00155,MMKT,818899.032,92.45,105.93,867459.74,2026-07-31
PF00156,STX40,298.929,7532.2,10102.33,30198.79,2026-07-31
PF00156,APN,143.3851,22160.91,22726.43,32586.31,2026-07-31
PF00156,NED,155.1864,25598.32,31885.01,49481.21,2026-07-31
PF00156,BVT,128.3919,24007.68,26627.01,34186.93,2026-07-31
PF00156,R186,293.1761,10923.9,11088.39,32508.51,2026-07-31
PF00156,STXCLR,696.0387,4276.41,5663.24,39418.34,2026-07-31
PF00156,R2035,397.814,7778.62,8746.3,34794.0,2026-07-31
PF00156,ASHGEQ,22942.7633,9083.49,9654.93,2215107.74,2026-07-31
PF00156,MMKT,69862.5097,99.35,105.93,74005.36,2026-07-31
PF00157,ANG,256.9153,54805.41,56307.51,144662.6,2026-07-31
PF00157,EXX,1001.349,22038.67,21952.49,219821.04,2026-07-31
PF00157,WHL,2334.158,6322.56,8156.52,190386.07,2026-07-31
PF00157,CPI,80.5518,236938.73,231380.88,186381.37,2026-07-31
PF00157,DSY,988.0648,15253.94,16065.56,158738.14,2026-07-31
PF00157,MTN,1453.885,11505.21,14566.93,211786.41,2026-07-31
PF00157,BVT,576.0637,19575.47,26627.01,153388.55,2026-07-31
PF00157,GRT,10915.5624,1550.9,1796.04,196047.87,2026-07-31
PF00157,R2035,10350.3038,6487.67,8746.3,905268.62,2026-07-31
PF00157,ASHGEQ,3682.8615,8300.98,9654.93,355577.7,2026-07-31
PF00157,STX500,3098.6708,13548.78,14391.01,445930.03,2026-07-31
PF00157,MMKT,593873.9304,104.58,105.93,629090.65,2026-07-31
PF00158,ABG,135.9019,15562.67,21379.43,29055.05,2026-07-31
PF00158,BVT,116.2731,22896.13,26627.01,30960.05,2026-07-31
PF00158,SLM,330.9849,9577.08,9455.43,31296.04,2026-07-31
PF00158,SSW,1005.2312,2711.86,3350.29,33678.16,2026-07-31
PF00158,NPN,1038.2913,2915.51,3933.75,40843.78,2026-07-31
PF00158,MTN,207.7009,15193.6,14566.93,30255.64,2026-07-31
PF00158,NED,107.4126,33105.6,31885.01,34248.53,2026-07-31
PF00158,R2032,627.4451,7608.4,10184.61,63902.83,2026-07-31
PF00158,R2030,463.8061,11270.39,10784.05,50017.08,2026-07-31
PF00158,R2040,564.4297,6944.99,9013.75,50876.28,2026-07-31
PF00158,STXWDM,15165.6452,9118.89,12426.7,1884589.24,2026-07-31
PF00158,STX500,14228.3864,15125.38,14391.01,2047608.52,2026-07-31
