trade_id,portfolio_id,ticker,trade_date,side,units,price_cents,gross_value_zar,brokerage_zar,reason
TRD0005159,PF01026,RDF,2025-10-10,SELL,392.0187,460.47,1805.13,6.32,Rebalance
TRD0005160,PF01026,EXX,2026-07-24,SELL,56.3968,21320.33,12023.98,42.08,Model change
TRD0005161,PF01026,GFI,2026-07-09,BUY,3914.7089,17087.98,668944.67,2341.31,Model change
TRD0005162,PF01027,R2035,2020-02-29,SELL,2631.6682,8694.78,228817.76,800.86,Rebalance
TRD0005163,PF01027,MMKT,2020-06-04,BUY,788.7768,100.06,789.25,2.76,Rebalance
TRD0005164,PF01027,MMKT,2021-12-26,SELL,2416.7165,100.06,2418.17,8.46,Rebalance
TRD0005165,PF01028,STX500,2025-06-20,SELL,1488.2232,12326.35,183443.6,642.05,Rebalance
TRD0005166,PF01028,R2040,2022-12-22,SELL,2170.5438,8277.83,179673.93,628.86,Client instruction
TRD0005167,PF01028,R2040,2025-01-05,BUY,1792.4861,8277.83,148378.95,519.33,Cash flow
TRD0005168,PF01028,RDF,2026-03-24,BUY,2988.6065,484.26,14472.63,50.65,Model change
TRD0005169,PF01029,MMKT,2018-06-19,BUY,369.9576,100.06,370.18,1.3,Model change
TRD0005170,PF01030,R186,2024-07-13,BUY,1698.0244,10815.32,183646.77,642.76,Model change
TRD0005171,PF01030,R2035,2026-03-05,BUY,289.8233,8555.44,24795.66,86.78,Client instruction
TRD0005172,PF01031,ABG,2026-05-12,BUY,3471.5461,21555.03,748292.8,2619.02,Rebalance
TRD0005173,PF01031,ABG,2026-01-15,SELL,293.8586,18459.5,54244.83,189.86,Rebalance
TRD0005174,PF01031,CPI,2025-11-25,BUY,293.9618,258146.58,758852.33,2655.98,Model change
TRD0005175,PF01031,R2030,2026-02-18,SELL,3664.3902,10217.24,374399.54,1310.4,Client instruction
TRD0005176,PF01031,STX500,2025-07-31,SELL,3803.5103,12326.35,468833.99,1640.92,Rebalance
TRD0005177,PF01031,CPI,2026-01-05,BUY,1061.1845,269321.86,2858001.83,10003.01,Rebalance
TRD0005178,PF01031,NED,2026-06-10,BUY,2845.7371,31924.79,908495.59,3179.73,Rebalance
TRD0005179,PF01031,ASHGEQ,2025-05-30,SELL,2058.7658,7372.81,151788.89,531.26,Client instruction
TRD0005180,PF01031,NED,2025-04-09,BUY,1534.4806,24486.19,375735.84,1315.08,Model change
TRD0005181,PF01032,R2032,2026-05-06,BUY,2817.7771,9220.04,259800.18,909.3,Client instruction
TRD0005182,PF01032,R2032,2019-03-07,SELL,2512.6952,9138.12,229613.1,803.65,Rebalance
TRD0005183,PF01032,R2032,2021-02-12,BUY,643.4735,9138.12,58801.38,205.8,Cash flow
TRD0005184,PF01032,R2032,2018-01-12,SELL,3081.2343,9138.12,281566.89,985.48,Client instruction
TRD0005185,PF01032,R2032,2019-01-06,SELL,2423.5526,9138.12,221467.14,775.14,Client instruction
TRD0005186,PF01032,R2030,2016-12-06,SELL,3897.3899,9431.05,367564.79,1286.48,Cash flow
TRD0005187,PF01032,R2030,2017-09-21,SELL,247.8987,9431.05,23379.45,81.83,Client instruction
TRD0005188,PF01033,WHL,2017-10-01,BUY,1804.2644,6086.99,109825.39,384.39,Cash flow
TRD0005189,PF01033,RDF,2023-07-31,SELL,428.4702,460.47,1972.98,6.91,Model change
TRD0005190,PF01033,MMKT,2024-11-22,BUY,934.0455,100.06,934.61,3.27,Client instruction
TRD0005191,PF01033,WHL,2021-10-17,SELL,1867.2242,6086.99,113657.75,397.8,Client instruction
TRD0005192,PF01033,WHL,2020-02-07,BUY,2222.6163,6086.99,135290.43,473.52,Cash flow
TRD0005193,PF01033,STX40,2019-04-28,SELL,1242.7587,8620.53,107132.39,374.96,Model change
TRD0005194,PF01033,BVT,2025-05-02,BUY,1574.5071,27107.43,426808.41,1493.83,Cash flow
TRD0005195,PF01034,MMKT,2023-09-12,SELL,3384.1327,100.06,3386.16,11.85,Rebalance
TRD0005196,PF01034,MMKT,2022-10-07,BUY,1856.1072,100.06,1857.22,6.5,Model change
TRD0005197,PF01034,MMKT,2024-11-20,BUY,2226.9135,100.06,2228.25,7.8,Rebalance
TRD0005198,PF01034,STXWDM,2024-07-02,BUY,2983.1397,9827.33,293162.98,1026.07,Rebalance
TRD0005199,PF01034,MMKT,2024-01-31,BUY,3094.0029,100.06,3095.86,10.84,Rebalance
TRD0005200,PF01034,STXWDM,2024-12-26,BUY,2951.0581,9827.33,290010.22,1015.04,Model change
TRD0005201,PF01035,STX40,2023-10-28,BUY,3987.9425,8620.53,343781.78,1203.24,Model change
TRD0005202,PF01036,MMKT,2024-03-26,SELL,1410.4708,100.06,1411.32,4.94,Model change
TRD0005203,PF01036,R2035,2026-05-19,BUY,2231.7479,8357.88,186526.81,652.84,Cash flow
TRD0005204,PF01036,MMKT,2025-11-04,SELL,424.0193,100.06,424.27,1.48,Client instruction
TRD0005205,PF01036,R2035,2026-01-02,BUY,1281.7228,8523.54,109248.16,382.37,Cash flow
TRD0005206,PF01036,R2035,2024-12-27,SELL,1045.9517,8694.78,90943.2,318.3,Rebalance
TRD0005207,PF01036,MMKT,2026-03-04,BUY,2006.7852,102.1,2048.93,7.17,Model change
TRD0005208,PF01037,RDF,2025-11-14,SELL,2532.8574,460.47,11663.05,40.82,Client instruction
TRD0005209,PF01037,VOD,2026-01-30,SELL,863.9349,11142.56,96264.46,336.93,Rebalance
TRD0005210,PF01037,MMKT,2022-01-02,SELL,3340.5136,100.06,3342.52,11.7,Model change
TRD0005211,PF01037,APN,2021-08-27,BUY,3805.9777,19591.53,745649.26,2609.77,Rebalance
TRD0005212,PF01037,R186,2021-03-25,SELL,3940.1442,10815.32,426139.2,1491.49,Model change
TRD0005213,PF01037,GRT,2023-11-24,SELL,3888.8699,1347.17,52389.69,183.36,Rebalance
TRD0005214,PF01038,STXCLR,2018-02-25,BUY,1573.7434,5657.93,89041.3,311.64,Model change
TRD0005215,PF01038,ASHGEQ,2018-12-15,BUY,3648.886,7372.81,269025.43,941.59,Model change
TRD0005216,PF01039,R2035,2024-08-29,BUY,2263.9211,8694.78,196842.96,688.95,Client instruction
TRD0005217,PF01039,MMKT,2021-01-07,BUY,2365.3225,100.06,2366.74,8.28,Model change
TRD0005218,PF01039,R2030,2026-01-06,BUY,3158.7793,9850.73,311162.82,1089.07,Model change
TRD0005219,PF01039,MMKT,2018-10-16,BUY,3872.91,100.06,3875.23,13.56,Cash flow
TRD0005220,PF01039,MMKT,2024-10-06,BUY,3431.152,100.06,3433.21,12.02,Model change
TRD0005221,PF01040,NPN,2022-08-09,SELL,3341.2359,3469.27,115916.49,405.71,Client instruction
TRD0005222,PF01040,STX40,2020-12-16,SELL,2787.9687,8620.53,240337.68,841.18,Cash flow
TRD0005223,PF01040,STX500,2020-05-26,SELL,3689.9583,12326.35,454837.17,1591.93,Rebalance
TRD0005224,PF01040,FSR,2022-01-18,SELL,346.2931,6931.63,24003.76,84.01,Model change
TRD0005225,PF01040,STXCLR,2021-05-26,BUY,3008.3286,5657.93,170209.13,595.73,Client instruction
TRD0005226,PF01040,CPI,2023-12-27,BUY,3411.8922,257696.34,8792321.32,30773.12,Rebalance
TRD0005227,PF01041,MMKT,2017-03-18,BUY,3288.8514,100.06,3290.82,11.52,Client instruction
TRD0005228,PF01041,STXWDM,2018-03-25,BUY,475.3653,9827.33,46715.72,163.51,Client instruction
TRD0005229,PF01041,STXWDM,2020-09-04,BUY,2255.6345,9827.33,221668.65,775.84,Cash flow
TRD0005230,PF01041,AGL,2020-09-05,SELL,3778.9067,5700.05,215399.57,753.9,Rebalance
TRD0005231,PF01041,BVT,2015-11-07,BUY,1676.377,27107.43,454422.72,1590.48,Rebalance
TRD0005232,PF01041,INL,2023-05-14,BUY,908.0305,12852.27,116702.53,408.46,Model change
TRD0005233,PF01041,R2032,2022-04-28,BUY,2695.073,9138.12,246279.0,861.98,Rebalance
TRD0005234,PF01041,AGL,2022-10-21,SELL,1279.498,5700.05,72932.03,255.26,Rebalance
TRD0005235,PF01041,R2032,2026-07-11,BUY,2888.9055,9631.9,278256.49,973.9,Client instruction
TRD0005236,PF01042,MMKT,2025-04-02,SELL,185.6917,100.06,185.8,0.65,Rebalance
TRD0005237,PF01042,MMKT,2025-10-15,BUY,238.3851,100.06,238.53,0.83,Model change
TRD0005238,PF01042,MMKT,2017-03-27,SELL,1061.2682,100.06,1061.9,3.72,Rebalance
TRD0005239,PF01042,STXCLR,2022-02-22,BUY,3531.475,5657.93,199808.38,699.33,Client instruction
TRD0005240,PF01042,MMKT,2022-04-05,BUY,1981.5538,100.06,1982.74,6.94,Client instruction
TRD0005241,PF01042,MMKT,2021-10-05,BUY,3058.001,100.06,3059.84,10.71,Rebalance
TRD0005242,PF01042,MMKT,2022-04-25,BUY,919.117,100.06,919.67,3.22,Rebalance
TRD0005243,PF01042,STXCLR,2018-03-14,SELL,480.1194,5657.93,27164.82,95.08,Client instruction
TRD0005244,PF01042,MMKT,2017-09-09,BUY,1202.3242,100.06,1203.05,4.21,Client instruction
TRD0005245,PF01043,R2032,2022-05-29,SELL,3741.0,9138.12,341857.07,1196.5,Rebalance
TRD0005246,PF01043,R186,2021-10-17,BUY,3422.1859,10815.32,370120.36,1295.42,Model change
TRD0005247,PF01044,ASHGEQ,2024-01-11,SELL,2227.1586,7372.81,164204.17,574.71,Rebalance
TRD0005248,PF01044,BHG,2025-09-15,SELL,2631.2899,5003.75,131663.17,460.82,Client instruction
TRD0005249,PF01044,R2032,2026-02-26,BUY,3618.2718,9105.44,329459.57,1153.11,Model change
TRD0005250,PF01044,SHP,2024-02-22,SELL,3334.3632,26883.73,896401.2,3137.4,Rebalance
TRD0005251,PF01044,R186,2024-11-27,SELL,3491.7162,10815.32,377640.28,1321.74,Model change
TRD0005252,PF01044,NED,2023-08-14,BUY,3730.0692,24486.19,913351.83,3196.73,Client instruction
TRD0005253,PF01044,RDF,2022-08-13,BUY,2584.2566,460.47,11899.73,41.65,Cash flow
TRD0005254,PF01044,R186,2024-05-21,BUY,2306.2416,10815.32,249427.41,873.0,Rebalance
TRD0005255,PF01045,STX500,2026-04-11,BUY,1583.6754,12152.55,192456.94,673.6,Rebalance
TRD0005256,PF01045,R2032,2023-07-04,SELL,3859.1699,9138.12,352655.58,1234.29,Model change
TRD0005257,PF01045,R2030,2023-11-20,BUY,436.5399,9431.05,41170.3,144.1,Rebalance
TRD0005258,PF01046,ASHGEQ,2020-02-13,SELL,1062.5503,7372.81,78339.81,274.19,Rebalance
TRD0005259,PF01046,STX500,2018-11-11,BUY,2708.9724,12326.35,333917.42,1168.71,Rebalance
TRD0005260,PF01046,RDF,2023-05-05,SELL,2117.528,460.47,9750.58,34.13,Rebalance
TRD0005261,PF01046,SLM,2023-06-16,SELL,1848.2611,8326.93,153903.41,538.66,Cash flow
TRD0005262,PF01046,R2030,2022-09-22,BUY,3802.6422,9431.05,358629.09,1255.2,Rebalance
TRD0005263,PF01046,TBS,2021-02-28,SELL,1220.3848,18120.35,221138.0,773.98,Rebalance
TRD0005264,PF01046,NED,2022-11-12,BUY,82.534,24486.19,20209.43,70.73,Model change
TRD0005265,PF01047,R2032,2025-09-17,BUY,2511.7064,9138.12,229522.74,803.33,Rebalance
TRD0005266,PF01047,MMKT,2021-05-09,BUY,3691.7106,100.06,3693.93,12.93,Cash flow
TRD0005267,PF01047,RDF,2020-06-22,BUY,3604.8846,460.47,16599.41,58.1,Rebalance
TRD0005268,PF01047,TBS,2022-09-25,BUY,3459.8617,18120.35,626939.05,2194.29,Rebalance
TRD0005269,PF01047,MMKT,2025-01-20,BUY,104.6948,100.06,104.76,0.37,Rebalance
TRD0005270,PF01047,SSW,2022-11-23,BUY,619.5227,2175.11,13475.3,47.16,Rebalance
TRD0005271,PF01048,REM,2025-07-07,BUY,682.9858,14033.65,95847.84,335.47,Client instruction
TRD0005272,PF01048,R2032,2017-02-28,BUY,3802.0919,9138.12,347439.72,1216.04,Cash flow
TRD0005273,PF01048,REM,2021-10-28,SELL,1357.7594,14033.65,190543.2,666.9,Model change
TRD0005274,PF01049,R2032,2022-07-23,SELL,264.2945,9138.12,24151.55,84.53,Rebalance
TRD0005275,PF01049,MMKT,2022-01-19,SELL,3135.7987,100.06,3137.68,10.98,Client instruction
TRD0005276,PF01050,R186,2020-08-20,SELL,523.5038,10815.32,56618.61,198.17,Client instruction
TRD0005277,PF01050,DSY,2021-09-12,SELL,1127.509,17134.78,193196.19,676.19,Model change
TRD0005278,PF01050,R186,2023-01-24,BUY,434.7991,10815.32,47024.91,164.59,Model change
TRD0005279,PF01050,MMKT,2025-02-24,SELL,3598.2294,100.06,3600.39,12.6,Rebalance
TRD0005280,PF01050,ASHGEQ,2021-05-29,SELL,2911.9209,7372.81,214690.4,751.42,Model change
TRD0005281,PF01051,GRT,2022-02-06,SELL,3894.0374,1347.17,52459.3,183.61,Rebalance
TRD0005282,PF01051,NPN,2020-06-04,BUY,3981.6579,3469.27,138134.46,483.47,Rebalance
TRD0005283,PF01051,R186,2024-04-25,BUY,2457.7405,10815.32,265812.5,930.34,Model change
TRD0005284,PF01051,R186,2026-07-04,BUY,3271.8925,11008.32,360180.4,1260.63,Cash flow
TRD0005285,PF01051,GRT,2022-11-27,SELL,939.4802,1347.17,12656.4,44.3,Client instruction
TRD0005286,PF01051,STX500,2023-04-18,BUY,1356.1341,12326.35,167161.84,585.07,Client instruction
TRD0005287,PF01052,R186,2019-11-14,BUY,3306.4363,10815.32,357601.67,1251.61,Rebalance
TRD0005288,PF01052,R186,2021-05-12,SELL,2468.6818,10815.32,266995.84,934.49,Client instruction
TRD0005289,PF01052,GRT,2022-05-06,SELL,2782.9501,1347.17,37491.07,131.22,Client instruction
TRD0005290,PF01052,R186,2026-06-23,BUY,1869.2146,10899.34,203732.05,713.06,Rebalance
TRD0005291,PF01052,R186,2020-08-20,SELL,763.0021,10815.32,82521.12,288.82,Cash flow
TRD0005292,PF01052,GRT,2020-02-26,BUY,319.0845,1347.17,4298.61,15.05,Model change
TRD0005293,PF01052,RDF,2023-03-28,SELL,3278.5175,460.47,15096.59,52.84,Client instruction
TRD0005294,PF01052,VOD,2025-03-24,BUY,1105.6164,10525.7,116373.87,407.31,Client instruction
TRD0005295,PF01053,ASHGEQ,2017-12-25,BUY,828.8485,7372.81,61109.43,213.88,Client instruction
TRD0005296,PF01053,MMKT,2016-08-07,BUY,3640.5542,100.06,3642.74,12.75,Client instruction
TRD0005297,PF01053,RDF,2024-03-30,SELL,3586.4897,460.47,16514.71,57.8,Model change
TRD0005298,PF01053,CFR,2019-08-18,BUY,1456.0789,25898.78,377106.67,1319.87,Model change
TRD0005299,PF01053,BHG,2016-10-22,SELL,3445.5446,5003.75,172406.44,603.42,Rebalance
TRD0005300,PF01053,DSY,2025-06-11,SELL,253.7994,17134.78,43487.97,152.21,Model change
TRD0005301,PF01053,R2035,2026-05-24,SELL,487.9385,8476.78,41361.47,144.77,Cash flow
TRD0005302,PF01053,CFR,2017-06-15,BUY,327.6359,25898.78,84853.7,296.99,Client instruction
TRD0005303,PF01054,SLM,2019-07-12,SELL,805.5429,8326.93,67076.99,234.77,Client instruction
TRD0005304,PF01054,SBK,2020-10-28,SELL,1924.1842,21073.95,405501.62,1419.26,Rebalance
TRD0005305,PF01054,BVT,2025-08-06,SELL,1863.0408,27107.43,505022.48,1767.58,Cash flow
TRD0005306,PF01054,BVT,2020-01-03,BUY,1950.2426,27107.43,528660.65,1850.31,Client instruction
TRD0005307,PF01054,BVT,2025-04-13,BUY,1443.4901,27107.43,391293.07,1369.53,Rebalance
TRD0005308,PF01054,STXWDM,2020-01-14,BUY,148.1981,9827.33,14563.92,50.97,Client instruction
TRD0005309,PF01054,STX40,2019-10-15,BUY,1280.541,8620.53,110389.42,386.36,Client instruction
TRD0005310,PF01054,ASHGEQ,2021-08-18,SELL,2737.9234,7372.81,201861.89,706.52,Model change
TRD0005311,PF01054,RDF,2026-06-21,SELL,1972.1195,565.36,11149.57,39.02,Cash flow
TRD0005312,PF01055,R2030,2022-06-20,BUY,3599.3137,9431.05,339453.07,1188.09,Model change
TRD0005313,PF01055,MMKT,2026-07-07,BUY,3988.4599,105.41,4204.24,14.71,Model change
TRD0005314,PF01055,R2030,2018-02-08,BUY,1666.4881,9431.05,157167.33,550.09,Cash flow
TRD0005315,PF01055,MMKT,2020-07-13,SELL,3307.7211,100.06,3309.71,11.58,Client instruction
TRD0005316,PF01056,STXCLR,2023-03-26,BUY,2522.007,5657.93,142693.39,499.43,Cash flow
TRD0005317,PF01056,STXCLR,2015-12-04,SELL,1620.3186,5657.93,91676.49,320.87,Client instruction
TRD0005318,PF01056,R2030,2020-07-03,SELL,1007.1038,9431.05,94980.46,332.43,Rebalance
TRD0005319,PF01056,STXCLR,2025-02-23,BUY,3225.294,5657.93,182484.88,638.7,Cash flow
TRD0005320,PF01056,MRP,2020-03-20,SELL,870.8043,21399.8,186350.38,652.23,Cash flow
TRD0005321,PF01056,STXCLR,2020-12-24,SELL,3008.1798,5657.93,170200.71,595.7,Client instruction
TRD0005322,PF01056,NPN,2016-12-08,SELL,3321.2052,3469.27,115221.58,403.28,Client instruction
TRD0005323,PF01056,R2030,2019-07-17,SELL,2010.0275,9431.05,189566.7,663.48,Model change
TRD0005324,PF01056,MRP,2018-11-14,BUY,2439.0386,21399.8,521949.38,1826.82,Client instruction
TRD0005325,PF01057,CPI,2024-05-19,BUY,1010.9335,257696.34,2605138.63,9117.99,Client instruction
TRD0005326,PF01057,STXWDM,2024-06-12,SELL,1579.1825,9827.33,155191.48,543.17,Rebalance
TRD0005327,PF01058,RDF,2019-08-08,BUY,1701.9861,460.47,7837.14,27.43,Client instruction
TRD0005328,PF01058,R2032,2017-07-03,SELL,1274.2685,9138.12,116444.18,407.55,Model change
TRD0005329,PF01058,DSY,2015-12-04,BUY,3349.1016,17134.78,573861.19,2008.51,Client instruction
TRD0005330,PF01058,WHL,2021-05-11,SELL,3324.5797,6086.99,202366.83,708.28,Model change
TRD0005331,PF01058,STXCLR,2022-10-14,BUY,1674.3329,5657.93,94732.58,331.56,Client instruction
TRD0005332,PF01058,GRT,2026-06-24,BUY,2640.2787,1675.8,44245.79,154.86,Client instruction
TRD0005333,PF01058,ASHGEQ,2023-09-11,SELL,3009.5494,7372.81,221888.36,776.61,Model change
TRD0005334,PF01058,GRT,2022-10-05,BUY,3601.9528,1347.17,48524.43,169.84,Cash flow
TRD0005335,PF01058,GRT,2021-04-19,BUY,2968.8878,1347.17,39995.97,139.99,Model change
TRD0005336,PF01059,STXWDM,2023-12-17,SELL,2335.9022,9827.33,229556.82,803.45,Client instruction
TRD0005337,PF01060,WHL,2020-07-22,BUY,2405.3028,6086.99,146410.54,512.44,Client instruction
TRD0005338,PF01060,SLM,2022-12-13,BUY,1406.1451,8326.93,117088.72,409.81,Rebalance
TRD0005339,PF01060,RDF,2020-02-07,BUY,479.7789,460.47,2209.24,7.73,Cash flow
TRD0005340,PF01060,RDF,2021-12-27,SELL,1107.7603,460.47,5100.9,17.85,Rebalance
TRD0005341,PF01061,R186,2025-10-01,BUY,3742.0198,10815.32,404711.42,1416.49,Rebalance
TRD0005342,PF01061,WHL,2025-02-21,BUY,3592.0847,6086.99,218649.84,765.27,Model change
TRD0005343,PF01061,RDF,2026-01-08,BUY,3000.2234,511.46,15344.94,53.71,Client instruction
TRD0005344,PF01061,STXWDM,2024-07-28,BUY,380.068,9827.33,37350.54,130.73,Model change
TRD0005345,PF01061,ASHGEQ,2023-09-23,BUY,414.2517,7372.81,30541.99,106.9,Model change
TRD0005346,PF01061,R2030,2025-05-22,SELL,971.9309,9431.05,91663.29,320.82,Rebalance
TRD0005347,PF01061,BHG,2019-12-29,SELL,2021.3663,5003.75,101144.12,354.0,Rebalance
TRD0005348,PF01061,STXWDM,2022-12-30,SELL,3777.4401,9827.33,371221.5,1299.28,Rebalance
TRD0005349,PF01061,BHG,2023-07-22,SELL,1356.9143,5003.75,67896.6,237.64,Rebalance
TRD0005350,PF01062,MTN,2024-09-28,BUY,2919.2619,9661.86,282055.0,987.19,Cash flow
TRD0005351,PF01062,GRT,2019-10-22,BUY,2369.519,1347.17,31921.45,111.73,Cash flow
TRD0005352,PF01062,MMKT,2024-10-15,BUY,2284.2085,100.06,2285.58,8.0,Model change
TRD0005353,PF01062,STX500,2020-04-30,BUY,687.1535,12326.35,84700.95,296.45,Client instruction
TRD0005354,PF01063,MMKT,2020-11-13,BUY,3784.2098,100.06,3786.48,13.25,Cash flow
TRD0005355,PF01063,STXCLR,2019-03-04,BUY,1178.5385,5657.93,66680.88,233.38,Model change
TRD0005356,PF01064,MMKT,2019-11-06,BUY,3045.6592,100.06,3047.49,10.67,Rebalance
TRD0005357,PF01064,R2035,2024-02-28,SELL,1621.9235,8694.78,141022.68,493.58,Cash flow
TRD0005358,PF01064,GFI,2021-01-23,SELL,2025.9842,29659.61,600899.01,2103.15,Model change
TRD0005359,PF01064,GFI,2022-09-28,SELL,1198.7397,29659.61,355541.52,1244.4,Cash flow
TRD0005360,PF01064,R2032,2021-10-22,BUY,984.9711,9138.12,90007.84,315.03,Cash flow
TRD0005361,PF01064,R2040,2020-09-24,BUY,677.6172,8277.83,56092.0,196.32,Rebalance
TRD0005362,PF01065,OMU,2025-10-18,BUY,1539.7975,1234.94,19015.58,66.55,Cash flow
TRD0005363,PF01065,STXWDM,2024-12-04,SELL,1853.1603,9827.33,182116.18,637.41,Model change
TRD0005364,PF01065,R186,2025-11-19,BUY,2997.9683,10729.06,321653.82,1125.79,Rebalance
TRD0005365,PF01065,BVT,2024-12-18,BUY,3445.8975,27107.43,934094.25,3269.33,Client instruction
TRD0005366,PF01066,STXCLR,2024-02-14,SELL,1664.2793,5657.93,94163.76,329.57,Client instruction
TRD0005367,PF01066,RDF,2022-07-09,SELL,2584.0349,460.47,11898.71,41.65,Rebalance
TRD0005368,PF01066,SHP,2023-01-11,BUY,2490.1756,26883.73,669452.08,2343.08,Model change
TRD0005369,PF01066,GRT,2022-10-23,BUY,2344.5753,1347.17,31585.42,110.55,Cash flow
TRD0005370,PF01066,SHP,2024-12-20,BUY,2508.3558,26883.73,674339.6,2360.19,Cash flow
TRD0005371,PF01066,MMKT,2023-12-20,SELL,2319.7068,100.06,2321.1,8.12,Client instruction
TRD0005372,PF01066,STX500,2026-03-26,BUY,2002.571,12197.47,244263.0,854.92,Client instruction
TRD0005373,PF01066,MMKT,2024-11-14,SELL,418.2499,100.06,418.5,1.46,Rebalance
TRD0005374,PF01067,MMKT,2024-02-08,SELL,1581.0828,100.06,1582.03,5.54,Rebalance
TRD0005375,PF01067,PRX,2025-03-28,BUY,671.877,1157.05,7773.95,27.21,Model change
TRD0005376,PF01067,MMKT,2026-01-20,SELL,762.042,101.23,771.42,2.7,Client instruction
TRD0005377,PF01068,STXCLR,2018-01-28,BUY,1918.4157,5657.93,108542.62,379.9,Rebalance
TRD0005378,PF01068,STXCLR,2021-05-11,BUY,2085.9819,5657.93,118023.4,413.08,Client instruction
TRD0005379,PF01068,CLS,2023-12-19,BUY,295.3246,30390.78,89751.45,314.13,Client instruction
TRD0005380,PF01069,NED,2020-05-02,SELL,2925.9538,24486.19,716454.61,2507.59,Client instruction
TRD0005381,PF01069,MMKT,2024-07-12,BUY,2235.2988,100.06,2236.64,7.83,Rebalance
TRD0005382,PF01069,STXWDM,2022-03-16,BUY,3323.5782,9827.33,326619.0,1143.17,Cash flow
TRD0005383,PF01069,STXWDM,2019-07-25,BUY,978.6503,9827.33,96175.19,336.61,Rebalance
TRD0005384,PF01069,AGL,2019-08-14,BUY,2473.0252,5700.05,140963.67,493.37,Cash flow
TRD0005385,PF01069,ASHGEQ,2018-07-14,BUY,3123.0466,7372.81,230256.29,805.9,Rebalance
TRD0005386,PF01070,STXWDM,2026-01-13,BUY,992.6339,10744.2,106650.57,373.28,Client instruction
TRD0005387,PF01070,BHG,2026-03-22,SELL,1638.9535,5784.34,94802.64,331.81,Client instruction
TRD0005388,PF01070,GRT,2024-06-19,SELL,3664.4281,1347.17,49366.08,172.78,Cash flow
TRD0005389,PF01070,GRT,2025-09-26,BUY,3750.7289,1347.17,50528.69,176.85,Client instruction
TRD0005390,PF01070,STXWDM,2025-03-12,SELL,1474.5641,9827.33,144910.28,507.19,Client instruction
TRD0005391,PF01070,R2030,2024-01-13,BUY,2519.079,9431.05,237575.6,831.51,Model change
TRD0005392,PF01071,ABG,2022-06-24,BUY,1037.8425,16930.75,175714.52,615.0,Model change
TRD0005393,PF01071,EXX,2023-10-23,BUY,3450.3774,15968.73,550981.45,1928.44,Model change
TRD0005394,PF01071,ASHGEQ,2025-08-05,BUY,144.2672,7372.81,10636.55,37.23,Client instruction
TRD0005395,PF01071,BHG,2026-06-26,BUY,2006.2093,4870.8,97718.44,342.01,Rebalance
TRD0005396,PF01071,CFR,2022-07-30,SELL,3720.4096,25898.78,963540.7,3372.39,Cash flow
TRD0005397,PF01072,STX500,2025-09-10,BUY,3295.8616,12326.35,406259.44,1421.91,Client instruction
TRD0005398,PF01072,EXX,2022-02-02,BUY,3460.7806,15968.73,552642.71,1934.25,Rebalance
TRD0005399,PF01072,EXX,2024-01-18,SELL,2187.925,15968.73,349383.84,1222.84,Model change
TRD0005400,PF01072,R2032,2022-03-20,BUY,1310.2505,9138.12,119732.26,419.06,Model change
TRD0005401,PF01072,R2032,2021-10-12,BUY,2735.7055,9138.12,249992.05,874.97,Client instruction
TRD0005402,PF01072,R2032,2023-10-20,BUY,1272.2053,9138.12,116255.65,406.89,Client instruction
TRD0005403,PF01072,STX40,2023-05-12,SELL,946.8511,8620.53,81623.58,285.68,Rebalance
TRD0005404,PF01073,R2032,2019-01-17,BUY,3913.5691,9138.12,357626.64,1251.69,Client instruction
TRD0005405,PF01074,VOD,2023-03-06,BUY,2279.4371,10525.7,239926.71,839.74,Model change
TRD0005406,PF01074,STX500,2026-01-16,SELL,2133.119,13886.48,296215.14,1036.75,Cash flow
TRD0005407,PF01074,STXWDM,2024-09-04,SELL,2487.3417,9827.33,244439.28,855.54,Model change
TRD0005408,PF01074,ASHGEQ,2023-05-31,BUY,2270.3642,7372.81,167389.64,585.86,Client instruction
TRD0005409,PF01074,R2040,2023-10-23,BUY,1564.4856,8277.83,129505.46,453.27,Client instruction
TRD0005410,PF01074,VOD,2025-04-14,BUY,1319.3493,10525.7,138870.75,486.05,Cash flow
TRD0005411,PF01074,STX500,2025-11-02,SELL,1226.5016,12326.35,151182.88,529.14,Client instruction
TRD0005412,PF01074,R2035,2025-10-02,BUY,470.2369,8694.78,40886.06,143.1,Model change
TRD0005413,PF01075,CFR,2022-01-28,BUY,761.5185,25898.78,197224.0,690.28,Rebalance
TRD0005414,PF01075,WHL,2023-03-13,BUY,2186.3858,6086.99,133085.09,465.8,Cash flow
TRD0005415,PF01075,BVT,2021-10-24,SELL,3012.6979,27107.43,816664.97,2858.33,Rebalance
TRD0005416,PF01075,ASHGEQ,2026-03-04,SELL,3765.1186,6938.9,261257.81,914.4,Rebalance
TRD0005417,PF01075,ASHGEQ,2025-09-02,SELL,265.0946,7372.81,19544.92,68.41,Model change
TRD0005418,PF01075,CFR,2024-02-05,SELL,1266.6319,25898.78,328042.21,1148.15,Rebalance
TRD0005419,PF01076,R2035,2020-02-02,SELL,3326.9886,8694.78,289274.34,1012.46,Rebalance
TRD0005420,PF01076,ASHGEQ,2018-09-27,BUY,1549.2147,7372.81,114220.66,399.77,Rebalance
TRD0005421,PF01076,R186,2020-11-29,BUY,3465.6963,10815.32,374826.15,1311.89,Model change
TRD0005422,PF01076,R2035,2022-03-28,SELL,67.4306,8694.78,5862.94,20.52,Rebalance
